submitted_at,ticker,side,quantity,limit_price,notional,dry_run,order_status,order_id,error,risk_ok,risk_reason,transaction_cost_bps,slippage_bps,estimated_transaction_cost,estimated_slippage_cost,estimated_total_cost
2026-05-13T18:19:06.934977+00:00,ATEC,SELL,61,7.73,471.53,False,Submitted,1162,,True,,1.0,2.0,0.047153,0.094306,0.141459
2026-05-13T18:19:06.934977+00:00,ATEX,BUY,53,54.27,2876.31,False,Submitted,1165,,True,,1.0,2.0,0.28763099999999997,0.5752619999999999,0.8628929999999999
2026-05-13T18:19:06.934977+00:00,ATII,SELL,227,10.75,2440.25,False,Filled,1168,,True,,1.0,2.0,0.244025,0.48805,0.732075
2026-05-13T18:19:06.934977+00:00,ATOM,SELL,350,8.34,2919.0,False,Cancelled,1171,,True,,1.0,2.0,0.2919,0.5838,0.8756999999999999
2026-05-13T18:19:06.934977+00:00,ATYR,SELL,897,0.5301,475.4997,False,Submitted,1174,,True,,1.0,2.0,0.047549970000000004,0.09509994000000001,0.14264991000000002
2026-05-13T18:19:06.934977+00:00,AUUD,SELL,363,1.3,471.9,False,Filled,1177,,True,,1.0,2.0,0.047189999999999996,0.09437999999999999,0.14156999999999997
2026-05-13T18:19:06.934977+00:00,AVNW,SELL,160,15.3,2448.0,False,Submitted,1180,,True,,1.0,2.0,0.2448,0.4896,0.7343999999999999
2026-05-13T18:19:06.934977+00:00,AVR,SELL,437,6.69,2923.53,False,Submitted,1183,,True,,1.0,2.0,0.29235300000000003,0.5847060000000001,0.877059
2026-05-13T18:19:06.934977+00:00,AVTX,BUY,122,19.95,2433.9,False,Filled,1186,,True,,1.0,2.0,0.24339,0.48678,0.73017
2026-05-13T18:19:06.934977+00:00,AXGN,BUY,59,40.94,2415.46,False,Filled,1189,,True,,1.0,2.0,0.241546,0.483092,0.724638
2026-05-13T18:19:06.934977+00:00,AXTI,BUY,3,122.93,368.79,False,Submitted,1192,,True,,1.0,2.0,0.036879,0.073758,0.11063700000000001
2026-05-13T18:19:06.934977+00:00,BDCI,SELL,244,10.02,2444.88,False,PreSubmitted,1195,,True,,1.0,2.0,0.244488,0.488976,0.733464
2026-05-13T18:19:06.934977+00:00,BDTX,BUY,168,2.84,477.12,False,Submitted,1198,,True,,1.0,2.0,0.047712,0.095424,0.14313599999999999
2026-05-13T18:19:06.934977+00:00,BEAM,BUY,92,31.59,2906.28,False,Submitted,1201,,True,,1.0,2.0,0.290628,0.581256,0.871884
2026-05-13T18:19:06.934977+00:00,BELFA,BUY,9,269.27,2423.43,False,Cancelled,1204,,True,,1.0,2.0,0.24234299999999998,0.48468599999999995,0.7270289999999999
2026-05-13T18:19:06.934977+00:00,BELFB,BUY,8,298.28,2386.24,False,Cancelled,1207,,True,,1.0,2.0,0.23862399999999998,0.47724799999999995,0.715872
2026-05-13T18:19:06.934977+00:00,BHAV,SELL,248,9.87,2447.76,False,Filled,1210,,True,,1.0,2.0,0.24477600000000002,0.48955200000000004,0.7343280000000001
2026-05-13T18:19:06.934977+00:00,BIOA,BUY,160,18.2,2912.0,False,Submitted,1213,,True,,1.0,2.0,0.2912,0.5824,0.8736
2026-05-13T18:19:06.934977+00:00,BIRD,SELL,569,5.13,2918.97,False,Submitted,1216,,True,,1.0,2.0,0.29189699999999996,0.5837939999999999,0.8756909999999999
2026-05-13T18:19:06.934977+00:00,BJRI,BUY,59,41.43,2444.37,False,Filled,1219,,True,,1.0,2.0,0.244437,0.488874,0.7333109999999999
2026-05-13T18:19:06.934977+00:00,BKNG,BUY,15,160.6,2409.0,False,Filled,1222,,True,,1.0,2.0,0.2409,0.4818,0.7227
